	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
1367755_at	1298.615905	5883.667598	2718.598348	5826.146536	4330.575132	5172.465633	4709.605245	4985.230914	4631.808829	5168.367074	5463.243243	1298.615905	5883.667598	2718.598348	5826.146536	4330.575132	5172.465633	4709.605245	4985.230914	4631.808829	5168.367074	5463.243243
1367756_at	156.9075617	335.2169694	195.9328484	313.0657895	235.7457161	265.9551136	243.3453897	257.9541433	235.2555105	253.8407385	280.8837299	156.9075617	335.2169694	195.9328484	313.0657895	235.7457161	265.9551136	243.3453897	257.9541433	235.2555105	253.8407385	280.8837299
1367757_at	3137.648329	3321.57378	4118.705501	3684.734462	3892.950572	3527.389738	3717.272083	3708.470375	3743.552618	3889.366018	3946.211226	3137.648329	3321.57378	4118.705501	3684.734462	3892.950572	3527.389738	3717.272083	3708.470375	3743.552618	3889.366018	3946.211226
1367758_at	10.414784	108.072959	24.22331708	96.40953617	45.39278312	67.25033494	54.57267837	63.30162457	52.68155795	66.34915661	77.55094889	10.414784	108.072959	24.22331708	96.40953617	45.39278312	67.25033494	54.57267837	63.30162457	52.68155795	66.34915661	77.55094889
1367759_at	486.3042482	319.1118096	295.8779301	258.0075796	284.7967307	304.2016628	309.5887686	287.3509232	275.1950767	266.3631381	242.2070326	486.3042482	319.1118096	295.8779301	258.0075796	284.7967307	304.2016628	309.5887686	287.3509232	275.1950767	266.3631381	242.2070326
1367760_at	690.4870082	422.3111891	929.8986906	624.2154156	741.3260253	578.7805002	643.2668052	644.4643075	723.3769399	670.8933333	673.2515022	690.4870082	422.3111891	929.8986906	624.2154156	741.3260253	578.7805002	643.2668052	644.4643075	723.3769399	670.8933333	673.2515022
1367761_at	191.2862464	170.0238055	219.5647889	187.4426048	198.4124371	173.5524784	188.7548465	173.014818	177.7123237	186.0844135	181.4593796	191.2862464	170.0238055	219.5647889	187.4426048	198.4124371	173.5524784	188.7548465	173.014818	177.7123237	186.0844135	181.4593796
1367762_at	149.092464	60.66591306	416.0886211	229.8965091	300.9011323	167.5050599	241.2263146	233.8885655	273.3251085	268.5286209	265.0641607	149.092464	60.66591306	416.0886211	229.8965091	300.9011323	167.5050599	241.2263146	233.8885655	273.3251085	268.5286209	265.0641607
1367763_at	624.4450384	1264.236854	648.0208774	1172.480196	876.7823606	1031.696747	986.555535	1013.378338	912.6880303	1036.410629	1087.511375	624.4450384	1264.236854	648.0208774	1172.480196	876.7823606	1031.696747	986.555535	1013.378338	912.6880303	1036.410629	1087.511375
1367764_at	675.3646071	474.5659772	762.3313781	571.3325491	663.4184279	587.0486128	601.846799	615.2814108	635.3104801	613.6803299	601.1857028	675.3646071	474.5659772	762.3313781	571.3325491	663.4184279	587.0486128	601.846799	615.2814108	635.3104801	613.6803299	601.1857028
1367765_at	586.0550635	721.3893527	314.1648529	564.0226679	407.6507937	583.6404437	528.1455021	507.3752501	447.1554494	464.4345654	478.3190832	586.0550635	721.3893527	314.1648529	564.0226679	407.6507937	583.6404437	528.1455021	507.3752501	447.1554494	464.4345654	478.3190832
1367766_at	719.3677842	922.2916134	768.8517464	922.0309961	825.5224252	831.2074123	826.9680905	835.696662	800.968174	863.4805508	849.0811537	719.3677842	922.2916134	768.8517464	922.0309961	825.5224252	831.2074123	826.9680905	835.696662	800.968174	863.4805508	849.0811537
1367767_at	183.3902027	670.8375343	218.1891153	595.5355447	352.0867467	469.3640254	419.1813462	430.5843865	376.5966676	446.4271574	480.9536813	183.3902027	670.8375343	218.1891153	595.5355447	352.0867467	469.3640254	419.1813462	430.5843865	376.5966676	446.4271574	480.9536813
1367768_at	416.6454845	186.7342609	328.0462355	184.6277561	261.9868301	240.0428945	260.0329136	225.1620699	225.6197556	201.656619	191.9607859	416.6454845	186.7342609	328.0462355	184.6277561	261.9868301	240.0428945	260.0329136	225.1620699	225.6197556	201.656619	191.9607859
1367769_at	601.8889438	439.9196932	537.7131829	429.0911438	496.219682	475.2333908	492.3589491	449.8323692	466.2092882	418.1245401	424.8188509	601.8889438	439.9196932	537.7131829	429.0911438	496.219682	475.2333908	492.3589491	449.8323692	466.2092882	418.1245401	424.8188509
1367770_at	1230.430822	909.0826523	917.5370877	832.066034	886.9747881	908.9160805	941.4778372	895.3431705	835.0951209	805.1950357	818.676664	1230.430822	909.0826523	917.5370877	832.066034	886.9747881	908.9160805	941.4778372	895.3431705	835.0951209	805.1950357	818.676664
1367771_at	733.2896663	587.8989813	623.1851524	557.1231982	599.3350097	593.4563604	585.2994297	559.4739847	583.2546204	569.8607162	538.2391404	733.2896663	587.8989813	623.1851524	557.1231982	599.3350097	593.4563604	585.2994297	559.4739847	583.2546204	569.8607162	538.2391404
1367772_at	384.5238107	304.8211189	429.7301465	354.7026956	379.9332749	346.4029441	362.9525169	344.5278274	367.7492419	348.2728841	346.337373	384.5238107	304.8211189	429.7301465	354.7026956	379.9332749	346.4029441	362.9525169	344.5278274	367.7492419	348.2728841	346.337373
1367773_at	202.7719425	443.1395261	192.4771323	401.800358	258.9782565	320.4501538	292.4975849	299.1709859	263.2508964	318.7238324	342.8956646	202.7719425	443.1395261	192.4771323	401.800358	258.9782565	320.4501538	292.4975849	299.1709859	263.2508964	318.7238324	342.8956646
1367774_at	1441.411233	4746.257469	2685.277081	4776.540161	3938.796875	4315.372387	4033.391154	4339.115716	4213.216051	4710.51242	4712.542863	1441.411233	4746.257469	2685.277081	4776.540161	3938.796875	4315.372387	4033.391154	4339.115716	4213.216051	4710.51242	4712.542863
1367775_at	299.127467	2592.216385	881.7704653	2424.664381	1537.412245	1965.577533	1808.089795	1930.255713	1706.346743	2048.776327	2178.896461	299.127467	2592.216385	881.7704653	2424.664381	1537.412245	1965.577533	1808.089795	1930.255713	1706.346743	2048.776327	2178.896461
1367776_at	48.14012311	27.25107961	11.75647043	12.76851622	12.49371489	23.76891622	19.47669436	15.47107852	14.10327592	12.28922813	12.48802164	48.14012311	27.25107961	11.75647043	12.76851622	12.49371489	23.76891622	19.47669436	15.47107852	14.10327592	12.28922813	12.48802164
1367777_at	438.8495533	1720.33253	697.1492709	1633.957233	1095.556769	1358.962484	1249.684268	1303.861266	1145.450214	1391.454497	1453.456814	438.8495533	1720.33253	697.1492709	1633.957233	1095.556769	1358.962484	1249.684268	1303.861266	1145.450214	1391.454497	1453.456814
1367778_at	56.77746416	123.3889526	42.64114783	104.5983619	69.92591668	89.26125563	80.22289595	73.45456661	69.29830598	84.00624788	87.19797927	56.77746416	123.3889526	42.64114783	104.5983619	69.92591668	89.26125563	80.22289595	73.45456661	69.29830598	84.00624788	87.19797927
1367779_at	285.1166563	146.373137	445.8538413	283.0375052	358.7692461	240.1247718	291.4618974	291.0319048	319.7944497	314.9222573	320.9930038	285.1166563	146.373137	445.8538413	283.0375052	358.7692461	240.1247718	291.4618974	291.0319048	319.7944497	314.9222573	320.9930038
1367780_at	44.78026129	37.84525886	28.20332658	28.28069745	28.73248313	35.56212297	30.33932471	29.561546	29.8284936	31.55224566	29.73952169	44.78026129	37.84525886	28.20332658	28.28069745	28.73248313	35.56212297	30.33932471	29.561546	29.8284936	31.55224566	29.73952169
1367781_at	6.656474742	7.769275509	7.597234873	7.440590177	7.092345314	7.539606413	7.164511532	7.161555659	7.255661433	8.672908491	8.325340831	6.656474742	7.769275509	7.597234873	7.440590177	7.092345314	7.539606413	7.164511532	7.161555659	7.255661433	8.672908491	8.325340831
1367782_at	109.24525	78.34709156	56.13518872	54.55180524	55.61894261	68.79757674	59.39142655	57.14344106	50.20839944	48.28354084	43.58715994	109.24525	78.34709156	56.13518872	54.55180524	55.61894261	68.79757674	59.39142655	57.14344106	50.20839944	48.28354084	43.58715994
1367783_at	1533.561881	1569.496605	2027.711151	1799.116457	1952.673478	1690.641572	1793.664579	1825.152647	1918.014421	1854.861274	1948.543922	1533.561881	1569.496605	2027.711151	1799.116457	1952.673478	1690.641572	1793.664579	1825.152647	1918.014421	1854.861274	1948.543922
1367784_a_at	2616.160522	3529.335592	3759.652933	3978.988069	3752.178788	3523.606966	3728.326287	3738.695291	3818.998881	3957.475727	4046.223345	2616.160522	3529.335592	3759.652933	3978.988069	3752.178788	3523.606966	3728.326287	3738.695291	3818.998881	3957.475727	4046.223345
1367785_at	101.762198	72.43683931	16.55142693	21.79936906	25.45560345	62.21662263	50.61632701	35.80272057	27.36946587	19.38687501	14.0915574	101.762198	72.43683931	16.55142693	21.79936906	25.45560345	62.21662263	50.61632701	35.80272057	27.36946587	19.38687501	14.0915574
1367786_at	518.5251131	873.9682435	205.9342414	682.0892489	414.3892547	646.993256	571.1174625	556.6135353	432.8409759	504.1809894	532.7244013	518.5251131	873.9682435	205.9342414	682.0892489	414.3892547	646.993256	571.1174625	556.6135353	432.8409759	504.1809894	532.7244013
1367787_at	113.2741838	56.83065062	143.6112666	85.94668452	112.4317724	83.0669653	101.2159966	94.18447994	102.6363736	91.48924185	92.82132139	113.2741838	56.83065062	143.6112666	85.94668452	112.4317724	83.0669653	101.2159966	94.18447994	102.6363736	91.48924185	92.82132139
1367788_at	185.8457148	180.8399841	163.6598029	165.8707243	168.0634273	165.4429813	169.292165	166.2783144	148.8642303	156.5292031	157.6439675	185.8457148	180.8399841	163.6598029	165.8707243	168.0634273	165.4429813	169.292165	166.2783144	148.8642303	156.5292031	157.6439675
1367789_at	279.6344882	188.1355704	395.1200072	266.9189538	346.7021479	239.9381517	284.4145062	286.7905604	296.1277727	286.3835135	283.5763391	279.6344882	188.1355704	395.1200072	266.9189538	346.7021479	239.9381517	284.4145062	286.7905604	296.1277727	286.3835135	283.5763391
1367790_at	333.4434565	465.3661757	272.1817653	412.9887612	329.5982593	375.8656948	363.7585419	365.0618446	333.8295577	358.2231179	375.7223449	333.4434565	465.3661757	272.1817653	412.9887612	329.5982593	375.8656948	363.7585419	365.0618446	333.8295577	358.2231179	375.7223449
1367791_at	164.1848848	126.3305232	247.0884827	176.6596083	203.1675791	157.963508	180.224189	175.8814409	188.0918065	182.6630012	190.4730645	164.1848848	126.3305232	247.0884827	176.6596083	203.1675791	157.963508	180.224189	175.8814409	188.0918065	182.6630012	190.4730645
1367792_at	8.107159273	8.671841263	8.367013917	7.821706589	8.263866654	7.851644463	8.115996564	8.209082214	8.595075009	9.148040773	7.901286066	8.107159273	8.671841263	8.367013917	7.821706589	8.263866654	7.851644463	8.115996564	8.209082214	8.595075009	9.148040773	7.901286066
1367793_at	940.3739814	3352.285365	1518.236771	3263.78987	2406.067716	2872.163735	2702.264097	2777.908297	2542.351027	2833.657807	3091.768252	940.3739814	3352.285365	1518.236771	3263.78987	2406.067716	2872.163735	2702.264097	2777.908297	2542.351027	2833.657807	3091.768252
1367794_at	67.88433162	87.65219225	158.7666782	136.624931	144.378327	107.0389491	113.2155274	118.489985	129.0863553	128.5483715	155.3420657	67.88433162	87.65219225	158.7666782	136.624931	144.378327	107.0389491	113.2155274	118.489985	129.0863553	128.5483715	155.3420657
1367795_at	377.0106873	372.0695005	322.4217573	342.6246654	320.6244511	335.9643881	340.0809871	319.6801531	309.1034123	293.7089142	296.5747596	377.0106873	372.0695005	322.4217573	342.6246654	320.6244511	335.9643881	340.0809871	319.6801531	309.1034123	293.7089142	296.5747596
1367796_at	117.1931017	184.6238626	85.0971043	157.4894019	114.409705	138.4770759	130.3122166	132.0689143	115.1996017	133.6393611	138.3026273	117.1931017	184.6238626	85.0971043	157.4894019	114.409705	138.4770759	130.3122166	132.0689143	115.1996017	133.6393611	138.3026273
1367797_at	43.79121703	45.86112188	49.38443967	48.68101759	44.91920869	43.0600959	45.27690113	43.80395784	46.02623968	52.87843274	48.6429608	43.79121703	45.86112188	49.38443967	48.68101759	44.91920869	43.0600959	45.27690113	43.80395784	46.02623968	52.87843274	48.6429608
1367798_at	308.4436187	1961.643511	677.8483432	1948.325269	1235.761744	1577.306443	1418.885993	1544.931084	1398.210126	1655.812182	1779.300427	308.4436187	1961.643511	677.8483432	1948.325269	1235.761744	1577.306443	1418.885993	1544.931084	1398.210126	1655.812182	1779.300427
1367799_at	457.9109608	207.7222217	1110.860259	621.3414584	844.7712473	457.6763977	647.7405874	640.8251505	740.6524129	718.7013712	713.6111077	457.9109608	207.7222217	1110.860259	621.3414584	844.7712473	457.6763977	647.7405874	640.8251505	740.6524129	718.7013712	713.6111077
1367800_at	561.4137731	306.7156439	389.0967723	271.8864394	364.9481853	338.7352862	344.1366126	342.3057448	339.9730916	315.5481775	295.2172424	561.4137731	306.7156439	389.0967723	271.8864394	364.9481853	338.7352862	344.1366126	342.3057448	339.9730916	315.5481775	295.2172424
1367801_at	448.0906888	346.0227583	148.0609521	226.0410395	193.5427383	297.7693438	248.68505	238.2823076	200.2732208	196.4675172	196.764647	448.0906888	346.0227583	148.0609521	226.0410395	193.5427383	297.7693438	248.68505	238.2823076	200.2732208	196.4675172	196.764647
1367802_at	682.6116322	399.1314181	732.8812641	475.1823391	589.6669586	516.3756599	557.8192028	525.2189627	581.9779908	517.8792057	508.7676337	682.6116322	399.1314181	732.8812641	475.1823391	589.6669586	516.3756599	557.8192028	525.2189627	581.9779908	517.8792057	508.7676337
1367803_at	144.9350441	123.2635412	119.4050607	108.5416383	109.9569337	115.2271579	118.2948325	107.9573741	101.1554067	101.7817204	103.4616964	144.9350441	123.2635412	119.4050607	108.5416383	109.9569337	115.2271579	118.2948325	107.9573741	101.1554067	101.7817204	103.4616964
1367804_at	291.878443	3754.502968	1374.343219	3750.263903	2668.659057	3185.917613	2951.000505	3129.593576	2912.897098	3327.539603	3442.759019	291.878443	3754.502968	1374.343219	3750.263903	2668.659057	3185.917613	2951.000505	3129.593576	2912.897098	3327.539603	3442.759019
1367805_at	391.2551199	154.8699964	811.5724547	437.1525257	601.4603557	356.9439907	464.3856173	455.3102558	576.1615847	513.0690882	536.0949776	391.2551199	154.8699964	811.5724547	437.1525257	601.4603557	356.9439907	464.3856173	455.3102558	576.1615847	513.0690882	536.0949776
1367806_at	135.1335279	67.33027035	264.6210406	153.385587	177.2859841	124.3542903	166.9178453	161.8223085	194.19252	191.8676038	187.530636	135.1335279	67.33027035	264.6210406	153.385587	177.2859841	124.3542903	166.9178453	161.8223085	194.19252	191.8676038	187.530636
1367807_at	239.9836445	313.9427794	157.0937211	262.4183128	196.2709934	244.2758796	226.8864601	225.2248428	200.6931613	203.9208046	211.2942578	239.9836445	313.9427794	157.0937211	262.4183128	196.2709934	244.2758796	226.8864601	225.2248428	200.6931613	203.9208046	211.2942578
1367808_at	1058.996786	862.6330832	1613.363419	1175.957987	1384.377221	1096.679484	1232.421016	1214.45862	1302.76406	1257.630471	1262.890769	1058.996786	862.6330832	1613.363419	1175.957987	1384.377221	1096.679484	1232.421016	1214.45862	1302.76406	1257.630471	1262.890769
1367809_at	10.1484089	12.68616863	10.79076611	13.45251184	10.36636363	11.78048422	12.24819531	12.23209998	11.54249933	11.52334046	12.90831605	10.1484089	12.68616863	10.79076611	13.45251184	10.36636363	11.78048422	12.24819531	12.23209998	11.54249933	11.52334046	12.90831605
1367810_at	92.32823375	54.36115043	148.7522803	96.58849004	105.5368091	84.78235867	102.1212167	91.32239159	107.0475987	106.1691424	109.3728744	92.32823375	54.36115043	148.7522803	96.58849004	105.5368091	84.78235867	102.1212167	91.32239159	107.0475987	106.1691424	109.3728744
1367811_at	107.5411251	44.30948108	224.0271328	126.4867315	165.1505623	104.4489332	137.2962763	135.9352339	156.9557968	141.3233993	146.7084889	107.5411251	44.30948108	224.0271328	126.4867315	165.1505623	104.4489332	137.2962763	135.9352339	156.9557968	141.3233993	146.7084889
1367812_at	204.1688525	95.2024693	483.8851709	292.9943998	376.6865738	208.0796605	286.3511436	286.5286704	333.3333628	318.5796284	324.5641696	204.1688525	95.2024693	483.8851709	292.9943998	376.6865738	208.0796605	286.3511436	286.5286704	333.3333628	318.5796284	324.5641696
1367813_at	470.7706288	270.6531649	232.9599776	189.6003198	223.4259994	267.7674529	262.7970343	232.2962907	200.3768898	186.3792479	166.6019706	470.7706288	270.6531649	232.9599776	189.6003198	223.4259994	267.7674529	262.7970343	232.2962907	200.3768898	186.3792479	166.6019706
1367814_at	2993.800339	1134.98283	5560.12301	2977.01011	4119.122465	2473.404369	3309.286374	3132.168589	3751.758677	3436.065436	3383.32066	2993.800339	1134.98283	5560.12301	2977.01011	4119.122465	2473.404369	3309.286374	3132.168589	3751.758677	3436.065436	3383.32066
1367815_at	190.4665727	208.856857	253.956658	245.0638735	239.378349	213.9320698	215.5814701	220.8386189	224.7598384	211.4984196	232.849591	190.4665727	208.856857	253.956658	245.0638735	239.378349	213.9320698	215.5814701	220.8386189	224.7598384	211.4984196	232.849591
1367816_at	5387.934813	2434.019228	846.2979643	825.5141992	1247.676933	2517.516279	2070.806468	1675.018346	1238.506478	815.5282019	405.8473478	5387.934813	2434.019228	846.2979643	825.5141992	1247.676933	2517.516279	2070.806468	1675.018346	1238.506478	815.5282019	405.8473478
1367817_at	259.6367744	231.1354431	181.2028898	196.0829472	202.2554164	217.1263936	205.5733955	187.9856561	183.2053604	172.203037	174.1838118	259.6367744	231.1354431	181.2028898	196.0829472	202.2554164	217.1263936	205.5733955	187.9856561	183.2053604	172.203037	174.1838118
1367818_at	174.1961421	321.0514033	313.6005604	374.9033111	311.0372082	293.5152992	296.7565872	308.4744178	311.4358448	324.6791556	362.1943119	174.1961421	321.0514033	313.6005604	374.9033111	311.0372082	293.5152992	296.7565872	308.4744178	311.4358448	324.6791556	362.1943119
1367819_at	935.4411127	1778.757003	1504.177899	1901.390454	1683.46762	1659.411358	1668.99313	1720.263124	1686.715955	1743.255507	1903.048692	935.4411127	1778.757003	1504.177899	1901.390454	1683.46762	1659.411358	1668.99313	1720.263124	1686.715955	1743.255507	1903.048692
1367820_at	371.0109895	354.3970869	346.1857452	333.7638384	328.6712089	348.3286024	333.8966587	320.7111542	321.8538279	328.6424647	329.1913387	371.0109895	354.3970869	346.1857452	333.7638384	328.6712089	348.3286024	333.8966587	320.7111542	321.8538279	328.6424647	329.1913387
1367821_a_at	27.92998316	20.27101596	56.49702869	29.88117774	37.1463691	27.10729234	32.34328086	35.20444421	35.75497166	40.17793558	41.78988571	27.92998316	20.27101596	56.49702869	29.88117774	37.1463691	27.10729234	32.34328086	35.20444421	35.75497166	40.17793558	41.78988571
1367822_at	9.638368664	10.2607295	9.880663908	10.83983726	10.96870412	10.51495546	10.35544951	10.05758985	11.10191673	11.28554417	10.72683301	9.638368664	10.2607295	9.880663908	10.83983726	10.96870412	10.51495546	10.35544951	10.05758985	11.10191673	11.28554417	10.72683301
1367823_at	157.2529138	90.58139353	118.701895	75.04309363	104.2331101	99.74817889	115.0099245	103.1029875	102.6319638	102.758973	102.819099	157.2529138	90.58139353	118.701895	75.04309363	104.2331101	99.74817889	115.0099245	103.1029875	102.6319638	102.758973	102.819099
1367824_at	501.2237134	464.6724606	517.9444474	480.5990806	502.0380912	453.3381778	480.2438312	471.2651956	453.8082825	463.0227288	472.2290298	501.2237134	464.6724606	517.9444474	480.5990806	502.0380912	453.3381778	480.2438312	471.2651956	453.8082825	463.0227288	472.2290298
1367825_at	139.9679812	90.64848939	115.1084324	89.30867444	100.9322646	84.86058098	89.47345919	89.58154446	90.25441456	95.02101461	86.77627661	139.9679812	90.64848939	115.1084324	89.30867444	100.9322646	84.86058098	89.47345919	89.58154446	90.25441456	95.02101461	86.77627661
1367826_at	627.105138	928.0122232	348.6778069	733.4454561	512.6837251	756.434599	665.2724118	646.0172652	574.6511755	596.0728143	619.6600571	627.105138	928.0122232	348.6778069	733.4454561	512.6837251	756.434599	665.2724118	646.0172652	574.6511755	596.0728143	619.6600571
1367827_at	1898.515463	1042.323224	1872.318165	1208.639512	1563.465082	1369.933424	1475.169746	1433.864852	1492.8359	1338.426188	1320.862748	1898.515463	1042.323224	1872.318165	1208.639512	1563.465082	1369.933424	1475.169746	1433.864852	1492.8359	1338.426188	1320.862748
1367828_at	79.53902078	286.1875191	98.79096382	267.0935752	149.3984384	201.5957993	190.4422253	195.5621055	171.1312017	209.7941387	222.8056619	79.53902078	286.1875191	98.79096382	267.0935752	149.3984384	201.5957993	190.4422253	195.5621055	171.1312017	209.7941387	222.8056619
1367829_at	287.5674413	797.1698336	338.8666746	759.6553412	524.1836677	639.8313797	580.7942536	595.8515136	541.798591	620.1978602	680.0222038	287.5674413	797.1698336	338.8666746	759.6553412	524.1836677	639.8313797	580.7942536	595.8515136	541.798591	620.1978602	680.0222038
1367830_a_at	78.6139829	84.94568293	82.44652542	80.11449053	78.76078767	72.41374955	76.92429887	77.57596557	82.19275415	86.30305907	81.75212831	78.6139829	84.94568293	82.44652542	80.11449053	78.76078767	72.41374955	76.92429887	77.57596557	82.19275415	86.30305907	81.75212831
1367831_at	151.8436615	159.8300797	68.71212354	112.4418628	91.98838958	135.2717938	114.36182	104.8104305	95.87571808	98.55334416	98.08013742	151.8436615	159.8300797	68.71212354	112.4418628	91.98838958	135.2717938	114.36182	104.8104305	95.87571808	98.55334416	98.08013742
1367832_at	549.3010944	1010.913759	504.0658038	884.0081848	648.7541776	806.6758766	739.7469413	773.1968495	751.9163322	781.9832848	841.5215905	549.3010944	1010.913759	504.0658038	884.0081848	648.7541776	806.6758766	739.7469413	773.1968495	751.9163322	781.9832848	841.5215905
1367833_at	739.679823	640.8348583	1119.824209	858.2826221	945.2799073	756.4699956	862.52026	846.5286474	910.7573523	905.7139794	912.8747802	739.679823	640.8348583	1119.824209	858.2826221	945.2799073	756.4699956	862.52026	846.5286474	910.7573523	905.7139794	912.8747802
1367834_at	92.18650559	139.9427296	111.0123306	134.1125853	116.7624649	121.8134876	115.1933559	113.8182467	117.3069017	115.3757216	126.2753894	92.18650559	139.9427296	111.0123306	134.1125853	116.7624649	121.8134876	115.1933559	113.8182467	117.3069017	115.3757216	126.2753894
1367835_at	419.2064281	153.6464288	1003.908227	545.6216563	749.8881103	390.5712741	566.1239142	545.1697679	643.0348677	606.962097	626.0655168	419.2064281	153.6464288	1003.908227	545.6216563	749.8881103	390.5712741	566.1239142	545.1697679	643.0348677	606.962097	626.0655168
1367836_at	79.6818435	263.7762578	105.6058192	246.9196796	145.2810345	192.3798995	175.715296	199.1079058	168.4873994	204.2141787	230.3290761	79.6818435	263.7762578	105.6058192	246.9196796	145.2810345	192.3798995	175.715296	199.1079058	168.4873994	204.2141787	230.3290761
1367837_at	622.5081386	761.873231	633.2147227	759.5230239	673.7617039	714.2186082	710.8831601	665.9214255	646.5091309	681.1680753	679.4756786	622.5081386	761.873231	633.2147227	759.5230239	673.7617039	714.2186082	710.8831601	665.9214255	646.5091309	681.1680753	679.4756786
1367838_at	413.7988034	4180.756795	1762.553689	4143.808512	2964.358127	3558.912877	3244.53663	3431.320848	3214.48576	3751.163404	3930.991517	413.7988034	4180.756795	1762.553689	4143.808512	2964.358127	3558.912877	3244.53663	3431.320848	3214.48576	3751.163404	3930.991517
1367839_at	250.4712074	726.7798178	406.2619006	714.4784131	512.2571124	570.5549629	554.7425829	580.4944391	531.2545442	630.5984337	643.3273145	250.4712074	726.7798178	406.2619006	714.4784131	512.2571124	570.5549629	554.7425829	580.4944391	531.2545442	630.5984337	643.3273145
1367840_at	497.794576	361.6877458	465.1241294	387.8166435	395.6199314	378.785097	396.9914569	398.1642059	393.9154667	382.4566789	398.5415561	497.794576	361.6877458	465.1241294	387.8166435	395.6199314	378.785097	396.9914569	398.1642059	393.9154667	382.4566789	398.5415561
1367841_a_at	6.807157665	7.718953492	6.538270335	6.915142799	6.61674936	6.918676075	6.657284633	6.968639813	7.003285303	6.955314944	7.141549962	6.807157665	7.718953492	6.538270335	6.915142799	6.61674936	6.918676075	6.657284633	6.968639813	7.003285303	6.955314944	7.141549962
1367842_at	279.2818985	132.2704751	542.909957	316.6161017	444.7651134	250.7207518	323.0528447	333.4701704	411.636718	368.7150884	386.4749636	279.2818985	132.2704751	542.909957	316.6161017	444.7651134	250.7207518	323.0528447	333.4701704	411.636718	368.7150884	386.4749636
1367843_at	93.28955624	382.617257	156.2219343	363.255197	231.3127355	278.343795	251.2969695	275.0620927	241.0510481	292.9402898	308.9050555	93.28955624	382.617257	156.2219343	363.255197	231.3127355	278.343795	251.2969695	275.0620927	241.0510481	292.9402898	308.9050555
1367844_at	515.5602894	319.0178614	245.428794	219.3097481	239.4771399	282.4190336	281.8782214	236.7658583	225.686896	195.5780118	159.6641291	515.5602894	319.0178614	245.428794	219.3097481	239.4771399	282.4190336	281.8782214	236.7658583	225.686896	195.5780118	159.6641291
1367845_at	730.5332592	213.4183806	1707.26483	847.8659067	1274.40559	645.1917425	902.3799158	901.236775	1142.412999	1042.45721	1029.065176	730.5332592	213.4183806	1707.26483	847.8659067	1274.40559	645.1917425	902.3799158	901.236775	1142.412999	1042.45721	1029.065176
1367846_at	1606.39883	809.562598	154.773853	204.6141975	272.5176913	685.235308	543.5475485	424.3443114	277.4205321	181.6407354	87.8614184	1606.39883	809.562598	154.773853	204.6141975	272.5176913	685.235308	543.5475485	424.3443114	277.4205321	181.6407354	87.8614184
1367847_at	236.5622553	522.0792709	153.0454489	439.9191284	266.5753554	382.2759995	340.7135619	348.8908485	287.2375189	348.3794469	358.7270336	236.5622553	522.0792709	153.0454489	439.9191284	266.5753554	382.2759995	340.7135619	348.8908485	287.2375189	348.3794469	358.7270336
1367848_at	663.0469108	312.1287607	899.5359117	510.2168255	720.1573916	473.4797199	602.0580759	561.775237	663.0285553	574.7454427	582.1197066	663.0469108	312.1287607	899.5359117	510.2168255	720.1573916	473.4797199	602.0580759	561.775237	663.0285553	574.7454427	582.1197066
1367849_at	506.6128079	603.6277366	161.5021865	418.2873851	283.7883424	459.8758946	391.0635352	385.7144709	321.9215389	330.236754	352.3223721	506.6128079	603.6277366	161.5021865	418.2873851	283.7883424	459.8758946	391.0635352	385.7144709	321.9215389	330.236754	352.3223721
1367850_at	1043.560235	594.3808263	150.6304283	210.8216697	227.0773194	492.2147096	407.2937014	323.0449029	236.6831426	174.6108395	113.4797783	1043.560235	594.3808263	150.6304283	210.8216697	227.0773194	492.2147096	407.2937014	323.0449029	236.6831426	174.6108395	113.4797783
1367851_at	2830.114856	789.1080403	5776.292288	2886.24575	4305.978768	2341.478854	3269.637184	3206.630053	3939.366626	3657.527905	3597.619439	2830.114856	789.1080403	5776.292288	2886.24575	4305.978768	2341.478854	3269.637184	3206.630053	3939.366626	3657.527905	3597.619439
1367852_s_at	202.895141	94.44504038	380.6951176	234.3278929	314.1828013	192.7144167	235.1899944	222.8865105	261.0096277	257.2356928	260.4989025	202.895141	94.44504038	380.6951176	234.3278929	314.1828013	192.7144167	235.1899944	222.8865105	261.0096277	257.2356928	260.4989025
1367853_at	1319.82982	662.0235827	1263.958329	808.6609377	1104.999314	860.8626959	953.2523491	922.7348016	1002.381566	887.4189043	871.4776546	1319.82982	662.0235827	1263.958329	808.6609377	1104.999314	860.8626959	953.2523491	922.7348016	1002.381566	887.4189043	871.4776546
1367854_at	1083.211543	1340.839539	899.9170892	1252.542039	1069.831545	1255.955948	1154.170512	1191.994104	1058.692192	1134.048085	1150.410375	1083.211543	1340.839539	899.9170892	1252.542039	1069.831545	1255.955948	1154.170512	1191.994104	1058.692192	1134.048085	1150.410375
1367855_at	121.1630683	210.4406215	94.8891829	165.8635472	116.0762638	153.9431057	146.8568423	151.4649791	126.7140884	139.4382904	156.4794516	121.1630683	210.4406215	94.8891829	165.8635472	116.0762638	153.9431057	146.8568423	151.4649791	126.7140884	139.4382904	156.4794516
